rank,player,pos,team_26,age,bye,ecr_ovr,ecr_pos,g_25,ppgA_25,ppgB_25,top6A_25,floorA_25,tgt_25,tgt_share_25,car_25,ru100_25,re100_25,pass_td_25,p300_25,ru_yds_25,snap_pct_25,espn_adp,note,pos_rank
74,Rhamondre Stevenson,RB,NE,28.5,11.0,77.27,27.35,14.0,12.985714285714286,12.914285714285716,22.666666666666668,4.800000000000001,37.0,0.0943877551020408,130.0,1.0,0.0,0.0,0.0,603.0,0.5935714285714286,77.0,"13.0 ppg in 14 g, listed RB1 ahead of Henderson. Age 28.5. Early-down and goal-line role.",27
75,Parker Washington,WR,JAX,24.5,7.0,63.29,29.99,16.0,11.73125,11.79375,20.200000000000003,5.65,95.0,0.2016985138004246,7.0,0.0,2.0,0.0,0.0,0.0,0.61375,78.5,"11.7 ppg, 95 tgt; 16.4 ppg over the last 6 games as JAX WR1 (three straight 20-pt games). Hunter is a part-time WR in 2026 (CB first).",32
76,Carnell Tate,WR,TEN,21.6,9.0,68.27,32.06,,,,,,,,,,,,,,,70.5,"Rookie #4 overall, listed WR1 in TEN with Cam Ward. R1 rookie WRs finish top-24 only 28% of the time; Wan'Dale takes slot volume.",33
77,Tucker Kraft,TE,GB,25.9,11.0,80.46,7.09,8.0,15.025,15.15,18.383333333333336,8.9,44.0,0.188034188034188,1.0,0.0,2.0,0.0,0.0,3.0,0.86,76.5,"15.0 ppg in 8 g, but two spike games (25.9, 34.8) were 51% of it; the other six averaged 9.9. Active and listed GB TE1 with no camp injury flag. TE5-7 with TE1 weeks.",6
78,Brian Thomas Jr.,WR,JAX,23.9,7.0,80.0,36.31,14.0,9.914285714285716,9.914285714285716,13.9,7.6,91.0,0.2131147540983606,3.0,0.0,0.0,0.0,0.0,21.0,0.7764285714285715,74.0,9.9 ppg in 14 g (17.1 as a rookie in 2024). Lawrence healthy all 17 games; Hunter part-time. Bounce-back with WR1 ceiling.,34
79,Marvin Harrison Jr.,WR,ARI,24.1,14.0,68.6,32.43,12.0,10.65,10.65,16.71666666666667,5.075,73.0,0.1802469135802469,0.0,0.0,0.0,0.0,0.0,0.0,0.7125,72.5,"10.7 ppg in 12 g, 18% share. Brissett (volume thrower) replaces Kyler; McBride still eats. Year-3 leap or bust.",35
80,Harold Fannin Jr.,TE,CLE,22.1,11.0,73.44,6.14,16.0,11.74375,11.775,17.583333333333332,8.2,107.0,0.214,7.0,0.0,1.0,0.0,0.0,13.0,0.759375,85.5,"11.7 ppg, 107 tgt as a rookie (21% share). Watson at QB, Monken HC. TE5-8 with volume.",7
81,Rico Dowdle,RB,PIT,28.2,9.0,88.82,31.19,17.0,13.547058823529412,13.194117647058825,25.183333333333334,5.4,50.0,0.1041666666666666,236.0,3.0,0.0,0.0,0.0,1076.0,0.5605882352941176,84.0,"13.5 ppg, 236 car, best-6 avg 25.2 in CAR; now PIT ~50/50 with Warren. Volume upside if he wins the job.",28
82,Dak Prescott,QB,DAL,33.1,14.0,78.25,9.25,17.0,18.45764705882353,22.69294117647059,26.093333333333334,12.04,0.0,0.0,53.0,0.0,0.0,30.0,6.0,177.0,0.9505882352941176,90.0,"18.5/22.7 ppg, 30 TD, six 300-yd games (League B bonus). Age 33. Lamb+Pickens.",12
83,Jaylen Warren,RB,PIT,27.9,9.0,77.34,27.39,16.0,13.94375,13.81875,19.883333333333336,9.15,45.0,0.0909090909090909,211.0,2.0,0.0,0.0,0.0,958.0,0.5075000000000001,74.5,"13.9 ppg, 211 car; Dowdle signed and reps split ~50/50 in camp. New HC McCarthy.",29
84,DK Metcalf,WR,PIT,28.7,9.0,78.91,36.17,15.0,12.68,12.746666666666666,18.883333333333336,8.1,99.0,0.2265446224256292,2.0,0.0,2.0,0.0,0.0,12.0,0.8726666666666667,66.0,"12.7 ppg, 99 tgt, 23% share with Rodgers; Pittman added. Best-ball TD swings.",36
85,Courtland Sutton,WR,DEN,30.9,10.0,83.3,37.54,17.0,13.1,13.158823529411766,21.133333333333336,8.0,124.0,0.2156521739130434,0.0,0.0,2.0,0.0,0.0,0.0,0.8535294117647059,84.5,"13.1 ppg, 124 tgt, 22% share, 17 games. Waddle added; age 31.",37
86,Michael Pittman Jr.,WR,PIT,28.9,9.0,80.44,36.84,17.0,11.994117647058824,12.023529411764706,20.416666666666668,4.0,111.0,0.2098298676748582,0.0,0.0,1.0,0.0,0.0,0.0,0.8552941176470588,86.0,"12.0 ppg, 111 tgt; traded to PIT with Rodgers (age 42.8). Volume WR3.",38
87,Jaxson Dart,QB,NYG,23.3,8.0,97.46,13.07,14.0,17.255714285714287,19.398571428571422,25.46,14.065,0.0,0.0,86.0,0.0,0.0,15.0,0.0,487.0,0.8364285714285714,88.0,"17.3/19.4 ppg in 14 g, 487 rush yds, 9 rush TD (86 car). Rushing floor; Nabers back. ESPN's own staff rank him QB7, so the room takes him ~88: he is not a late fallback in an ESPN room.",13
88,Kenny Gainwell,RB,TB,27.5,10.0,100.1,34.43,17.0,13.01764705882353,13.01764705882353,23.98333333333333,6.5,85.0,0.1644100580270793,114.0,0.0,0.0,0.0,0.0,537.0,0.4964705882352941,104.0,"13.0 ppg, 85 tgt (!) in PIT; now TB pony-package with Irving. PPR-only RB4 with standalone value.",30
89,Sam LaPorta,TE,DET,25.7,6.0,85.85,7.9,9.0,11.877777777777778,11.877777777777778,14.983333333333334,6.9,49.0,0.1863117870722433,0.0,0.0,0.0,0.0,0.0,0.0,0.9066666666666668,78.0,11.9 ppg in 9 g (injured); 2023 TE1. Petzing OC. TE5-8.,8
90,Tony Pollard,RB,TEN,29.4,9.0,84.99,30.27,17.0,11.458823529411765,11.282352941176471,17.716666666666665,7.800000000000001,41.0,0.0775047258979206,242.0,3.0,0.0,0.0,0.0,1082.0,0.6247058823529412,82.5,"11.5 ppg, 242 car, three 100-yd games; contract year, trade candidate; Spears/Singleton behind.",31
91,George Kittle,TE,SF,32.9,8.0,98.93,9.97,11.0,14.818181818181818,14.863636363636363,20.83333333333333,9.3,69.0,0.2284768211920529,1.0,0.0,1.0,0.0,0.0,-3.0,0.8118181818181818,92.5,"14.8 ppg in 11 g; Achilles tear in January, made the Australia trip after two positive practices, 'trending' to play Wk 1. Age 33. Discounted TE1 if healthy.",9
92,Josh Jacobs,RB,GB,28.6,11.0,46.94,16.98,15.0,15.806666666666668,15.806666666666668,24.23333333333333,11.25,44.0,0.1025641025641025,234.0,0.0,0.0,0.0,0.0,929.0,0.5906666666666667,63.0,"15.8 ppg, 234 car. Commissioner's Exempt List (Aug 30) with no fixed length; first court date Nov 17, so a Wk 8 return is a hope. ESPN tags exempt players SSPD, not IR-eligible: he burns a bench slot. Someone in the room will take him off the printed sheet around 55-70; do not.",32
93,Kyler Murray,QB,MIN,29.1,6.0,112.82,16.66,5.0,15.556,17.956,15.556,14.06,0.0,0.0,29.0,0.0,0.0,6.0,0.0,173.0,0.988,115.5,15.6/18.0 ppg in 5 g (ARI); signed with MIN as starter over McCarthy. 500+ rush yds projected; Jefferson/Addison/Hockenson. Round-12 price on ESPN.,14
94,Josh Downs,WR,IND,25.1,13.0,87.25,39.12,16.0,8.65,8.65,13.516666666666666,5.4,88.0,0.1770623742454728,2.0,0.0,0.0,0.0,0.0,-2.0,0.586875,98.0,"8.7 ppg, 88 tgt; Pittman traded, Keenan Allen added. Slot volume WR4.",39
95,Stefon Diggs,WR,WAS,32.8,7.0,96.49,42.19,17.0,12.811764705882354,12.958823529411765,21.366666666666664,5.800000000000001,102.0,0.2116182572614107,0.0,0.0,5.0,0.0,0.0,0.0,0.5376470588235295,95.0,"12.8 ppg, 102 tgt, five 100-yd games in NE; signed with WAS Aug 7 as 1B to McLaurin. Age 33.",40
96,Quentin Johnston,WR,LAC,25.0,7.0,95.75,41.97,13.0,13.284615384615384,13.323076923076922,19.45,9.2,84.0,0.2019230769230769,2.0,0.0,1.0,0.0,0.0,7.0,0.7685714285714286,100.5,"13.3 ppg in 13 g, 8 TD, 20% share. McDaniel OC. WR4 with TD equity.",41
97,J.K. Dobbins,RB,DEN,27.7,10.0,100.48,34.4,10.0,12.19,11.99,15.433333333333332,9.1,14.0,0.0428134556574923,153.0,2.0,0.0,0.0,0.0,772.0,0.511,90.5,"12.2 ppg in 10 g, listed RB1 in DEN ahead of Harvey; PFF #1 OL. Age 27.7, injury history.",33
98,RJ Harvey,RB,DEN,25.6,10.0,97.46,33.83,17.0,12.15294117647059,12.15294117647059,21.3,6.0,58.0,0.1008695652173913,146.0,0.0,0.0,0.0,0.0,540.0,0.4211764705882353,95.5,"12.2 ppg, 146 car, 58 tgt, 42% snaps; listed RB2 behind Dobbins, rookie Coleman added. Pass-down role.",34
99,Chuba Hubbard,RB,CAR,27.2,5.0,98.94,34.1,15.0,8.360000000000001,8.360000000000001,14.316666666666668,3.75,39.0,0.0902777777777777,134.0,0.0,0.0,0.0,0.0,511.0,0.458,65.0,8.4 ppg in 2025 (16.9 in 2024); listed RB1 with Dowdle gone and no RB drafted; Brooks (two ACLs) behind. Bounce-back at RB35 price.,35
100,Brock Purdy,QB,SF,26.7,8.0,96.5,12.39,9.0,19.70888888888889,24.59777777777778,24.683333333333334,16.78,0.0,0.0,33.0,0.0,0.0,20.0,2.0,147.0,0.977777777777778,105.0,19.7/24.6 ppg in 9 g (injured). Evans + Kittle + CMC. 6-pt league QB8 upside at QB14 price.,15
101,Travis Kelce,TE,KC,36.9,5.0,98.53,9.9,17.0,11.364705882352942,11.364705882352942,18.066666666666663,8.399999999999999,108.0,0.1967213114754098,1.0,0.0,0.0,0.0,0.0,1.0,0.8188235294117647,88.5,"11.4 ppg, 108 tgt, 17 games; age 37. Mahomes back. TE8-10 floor.",10
102,Alec Pierce,WR,IND,26.4,13.0,100.32,43.17,15.0,12.42,12.486666666666668,20.883333333333336,5.7,84.0,0.1798715203426124,0.0,0.0,2.0,0.0,0.0,0.0,0.8593333333333334,108.5,"12.4 ppg, 84 tgt, listed WR1 in IND; Pittman gone. Deep threat with League B 50-yd TD bonus appeal.",42
103,Bo Nix,QB,DEN,26.5,10.0,99.3,12.89,17.0,17.93176470588235,21.343529411764703,26.38,13.36,1.0,0.0017391304347826,83.0,0.0,0.0,25.0,4.0,356.0,0.9964705882352942,99.0,"17.9/21.3 ppg, 25 TD, 356 rush yds, 17 games. Waddle added. Streamer-plus.",16
104,Jared Goff,QB,DET,31.9,6.0,106.4,15.19,17.0,17.474117647058822,22.18,25.25,12.68,0.0,0.0,19.0,0.0,0.0,34.0,6.0,45.0,0.9852941176470588,110.0,"17.5/22.2 ppg, 34 TD, six 300-yd games. Zero rushing. 6-pt league value only.",17
105,Makai Lemon,WR,PHI,22.3,10.0,109.7,46.42,,,,,,,,,,,,,,,118.0,"Rookie R1 (#20), PHI; A.J. Brown gone, listed behind Smith/Wicks on initial depth chart. Day-1 capital but rookie WR hit rates are low.",43
106,Jakobi Meyers,WR,JAX,29.8,7.0,104.5,44.84,16.0,10.9875,10.9875,15.616666666666664,7.725,110.0,0.2286902286902287,5.0,0.0,0.0,0.0,0.0,13.0,0.85,96.5,"11.0 ppg, 110 tgt, 23% share in LV; now JAX. Target floor WR4.",44
107,Jordan Addison,WR,MIN,24.6,6.0,105.63,45.13,14.0,9.864285714285714,9.935714285714283,14.933333333333335,6.975,79.0,0.1970074812967581,2.0,0.0,2.0,0.0,0.0,81.0,0.8514285714285714,109.0,"9.9 ppg in 14 g; Kyler at QB, Jefferson draws coverage. TD-dependent WR4.",45
108,Jayden Reed,WR,GB,26.4,11.0,104.21,44.98,5.0,9.7,9.7,9.7,8.100000000000001,22.0,0.1692307692307692,3.0,0.0,0.0,0.0,0.0,28.0,0.4114285714285714,110.5,"9.7 ppg in 5 g (injured); healthy, ADP rising. GB slot with Watson/Golden.",46
109,KC Concepcion,WR,CLE,22.0,11.0,118.1,48.59,,,,,,,,,,,,,,,119.0,"Rookie R1 (#24), listed WR2 in CLE next to Jeudy; Watson at QB. Rising in ADP.",47
110,Jacory Croskey-Merritt,RB,WAS,25.4,7.0,113.67,37.56,17.0,8.605882352941178,8.488235294117647,17.316666666666666,3.0,13.0,0.0300925925925925,175.0,2.0,0.0,0.0,0.0,805.0,0.3947058823529412,101.0,"8.6 ppg, 175 car (39% snaps), listed RB1 in WAS ahead of Rachaad White. Cheap lead-back share.",36
111,Blake Corum,RB,LA,25.8,11.0,112.07,37.2,17.0,7.364705882352942,7.305882352941176,14.616666666666667,2.4000000000000004,14.0,0.0240963855421686,145.0,1.0,0.0,0.0,0.0,746.0,0.2911764705882353,108.0,"7.4 ppg, 145 car behind Kyren; would be a back-end RB1 if Kyren misses time. Handcuff-plus.",37
112,Jordan Mason,RB,MIN,27.3,6.0,115.68,38.22,16.0,8.24375,8.18125,13.800000000000002,4.175,16.0,0.0353982300884955,159.0,1.0,0.0,0.0,0.0,758.0,0.4275,106.0,"8.2 ppg, 159 car, 91.3 PFF rush grade; RB2 behind Aaron Jones (31.8). Handcuff-plus.",38
113,Daniel Jones,QB,IND,29.3,13.0,147.99,23.19,13.0,17.41846153846154,20.64923076923077,22.84,15.500000000000002,0.0,0.0,45.0,0.0,0.0,19.0,2.0,164.0,0.9146153846153846,134.0,17.4/20.6 ppg in 13 g before Achilles; 'absolutely' expects Wk 1. Taylor/Warren/Pierce/Downs/Allen. ECR 148 = free QB12.,18
114,Dalton Kincaid,TE,BUF,26.9,7.0,112.42,12.09,12.0,10.758333333333333,10.841666666666669,16.366666666666667,6.2250000000000005,49.0,0.1462686567164179,0.0,0.0,2.0,0.0,0.0,0.0,0.3741666666666667,106.5,10.8 ppg in 12 g; 37% snaps in 2025 split with Knox. DJ Moore added. TE10-12.,11
115,Jake Ferguson,TE,DAL,27.6,14.0,118.47,13.35,17.0,11.06470588235294,11.06470588235294,18.85,7.300000000000001,102.0,0.1680395387149917,1.0,0.0,0.0,0.0,0.0,1.0,0.6670588235294117,116.0,"11.1 ppg, 102 tgt, 17 games. TE volume floor in a high-scoring DAL offense.",12
116,Chris Godwin Jr.,WR,TB,30.5,10.0,76.5,35.07,9.0,9.38888888888889,9.444444444444445,12.366666666666664,5.6,51.0,0.1834532374100719,0.0,0.0,1.0,0.0,0.0,0.0,0.7088888888888889,146.8,"9.4 ppg in 9 g, age 30.5, coming off major injuries; listed TB WR2. ESPN ADP 147 vs ECR 76: a round-14/15 pick, never round 11.",48
117,Rachaad White,RB,WAS,27.7,7.0,111.88,37.48,17.0,8.411764705882353,8.411764705882353,13.783333333333337,5.200000000000001,45.0,0.0833333333333333,132.0,0.0,0.0,0.0,0.0,572.0,0.5105882352941177,,"8.4 ppg, 132 car, 45 tgt; WAS RB2 behind Croskey-Merritt. PPR-only.",39
118,Romeo Doubs,WR,NE,26.4,11.0,127.35,52.2,16.0,10.3375,10.3375,17.05,5.324999999999999,85.0,0.1888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.775625,,"10.3 ppg, 85 tgt in GB; listed WR2 in NE opposite A.J. Brown with Maye.",49
119,Khalil Shakir,WR,BUF,26.6,7.0,123.36,51.09,16.0,10.49375,10.525,16.15,7.125,95.0,0.2106430155210643,1.0,0.0,1.0,0.0,0.0,5.0,0.5975,,"10.5 ppg, 95 tgt, 21% share; Moore added. PPR floor WR5.",50
120,Jalen Coker,WR,CAR,24.9,5.0,124.68,51.43,11.0,8.218181818181819,8.218181818181819,12.266666666666666,4.35,43.0,0.1487889273356401,0.0,0.0,0.0,0.0,0.0,0.0,0.6936363636363636,,8.2 ppg in 11 g; listed WR2 in CAR. Cheap volume behind McMillan.,51
121,Matthew Golden,WR,GB,23.1,11.0,128.79,52.84,14.0,5.0,5.0,9.066666666666668,1.9,44.0,0.1167108753315649,10.0,0.0,0.0,0.0,0.0,49.0,0.5321428571428571,,5.0 ppg as a rookie (44 tgt); ADP rising in camp. Year-2 dart.,52
122,Xavier Worthy,WR,KC,23.4,5.0,129.35,52.96,14.0,7.85,7.85,11.733333333333334,5.625,73.0,0.1604395604395604,11.0,0.0,0.0,0.0,0.0,87.0,0.7057142857142857,120.0,"7.9 ppg in 14 g, 73 tgt. Mahomes back; Rice/Kelce first. Big-play dart (League B 50-yd bonus).",53
123,Deebo Samuel Sr.,WR,SF,30.7,8.0,138.51,56.26,16.0,11.7625,11.7625,19.55,6.225,99.0,0.2468827930174563,17.0,0.0,0.0,0.0,0.0,75.0,0.7225,,"11.8 ppg, 99 tgt, 25% share in WAS; listed WR2 in SF with Evans. Age 30.7.",54
124,Tyler Allgeier,RB,ARI,26.4,14.0,138.72,45.49,17.0,7.235294117647059,7.235294117647059,12.95,2.3000000000000003,16.0,0.0308880308880308,143.0,0.0,0.0,0.0,0.0,514.0,0.3023529411764706,124.0,"7.2 ppg in ATL; listed RB1 in ARI while Love (ankle) recovers; Conner on IR. Week 1-2 starter, then handcuff.",40
125,Woody Marks,RB,HOU,25.7,8.0,137.25,45.02,16.0,9.06875,9.06875,15.95,4.75,36.0,0.0693641618497109,196.0,0.0,0.0,0.0,0.0,703.0,0.515,,"9.1 ppg, 196 car, 36 tgt as a rookie; passing-down role behind Montgomery. Handcuff-plus.",41
126,Dallas Goedert,TE,PHI,31.7,10.0,117.24,12.93,15.0,12.44,12.473333333333333,19.666666666666668,6.550000000000001,82.0,0.2004889975550122,0.0,0.0,1.0,0.0,0.0,0.0,0.846,112.0,12.4 ppg on 11 TD in 82 tgt (13.4% TD rate; regressed ~9.8 ppg); age 31.7; more targets with A.J. Brown gone. TE10-12.,13
127,Kyle Monangai,RB,CHI,24.3,10.0,116.95,38.82,17.0,8.982352941176472,8.864705882352942,16.5,3.3000000000000003,30.0,0.056390977443609,169.0,2.0,0.0,0.0,0.0,783.0,0.4088235294117647,117.0,"9.0 ppg, 169 car, 5 TD as rookie; hyperextended knee Aug 16, week-to-week. Swift handcuff once healthy.",42
128,Baker Mayfield,QB,TB,31.4,10.0,118.39,18.54,17.0,15.99529411764706,19.28941176470588,21.813333333333333,12.7,0.0,0.0,55.0,0.0,0.0,26.0,2.0,382.0,0.9711764705882354,,"16.0/19.3 ppg, 26 TD, 382 rush yds. Egbuka/Godwin; Evans gone. QB14 range.",19
129,Jordan Love,QB,GB,27.9,11.0,118.95,18.48,15.0,15.675999999999998,19.00933333333333,23.02333333333333,10.07,0.0,0.0,47.0,0.0,0.0,23.0,2.0,199.0,0.9426666666666668,,15.7/19.0 ppg in 15 g. Watson/Reed/Golden/Kraft. Streamer.,20
130,De'Zhaun Stribling,WR,SF,23.7,8.0,132.96,53.94,,,,,,,,,,,,,,,,"Rookie R2 (#33), led SF with 7 catches in preseason opener; Pearsall on IR, Kirk on IR. WR3 in SF behind Evans/Deebo.",55
131,Mark Andrews,TE,BAL,31.0,13.0,131.7,14.85,17.0,7.705882352941177,7.705882352941177,14.750000000000002,3.4000000000000004,70.0,0.171990171990172,10.0,0.0,0.0,0.0,0.0,48.0,0.6170588235294118,,"7.7 ppg, 70 tgt; age 31; listed TE1 in BAL. TE12-15.",14
132,Tank Bigsby,RB,PHI,24.0,10.0,171.53,55.07,15.0,3.786666666666666,3.72,8.633333333333335,0.2,4.0,0.0096618357487922,63.0,1.0,0.0,0.0,0.0,356.0,0.1264705882352941,,3.8 ppg in 2025; listed RB2 in PHI = Barkley (29.6) handcuff. Elite YAC metrics.,43
133,Sione Vaki,RB,DET,25.1,6.0,317.0,104.0,8.0,0.05,0.05,0.0666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0009090909090909,,"Listed RB2 in DET behind Gibbs (Montgomery traded, Pacheco IR). The Gibbs handcuff for League A; not in most printed lists.",44
134,Brian Robinson Jr.,RB,ATL,27.5,11.0,177.08,57.11,17.0,3.6764705882352944,3.6764705882352944,6.75,2.1,12.0,0.0230326295585412,92.0,0.0,0.0,0.0,0.0,400.0,0.1670588235294117,,"3.7 ppg, 92 car; listed RB2 in ATL = Bijan handcuff.",45
135,Kaelon Black,RB,SF,24.9,8.0,237.76,70.0,,,,,,,,,,,,,,,,"Rookie R3 (#90), listed RB2 in SF = McCaffrey handcuff (RB2 there had 'huge spike' potential in 2025).",46
136,Emmett Johnson,RB,KC,22.9,5.0,189.73,59.11,,,,,,,,,,,,,,,,"Rookie R5, listed RB2 in KC = Walker handcuff; short-yardage role.",47
137,Jonathon Brooks,RB,CAR,23.1,5.0,90.84,31.39,,,,,,,,,,,,,,,111.0,Two ACL tears; listed RB2 behind Hubbard. Talent dart only in R14-15.,48
138,Isaiah Likely,TE,NYG,26.4,8.0,123.13,13.65,12.0,5.141666666666667,5.141666666666667,8.100000000000001,2.5,36.0,0.1241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.5592857142857143,,,15
139,Jordyn Tyson,WR,NO,22.1,8.0,135.15,53.51,,,,,,,,,,,,,,,,"Rookie #8 overall, on IR (hamstring) ~2 months (Rapoport). IR-slot stash only: both leagues have 1 IR spot.",56
140,Zach Charbonnet,RB,SEA,25.7,11.0,154.18,50.24,16.0,11.525,11.4625,18.583333333333336,6.425,24.0,0.0551724137931034,184.0,1.0,0.0,0.0,0.0,730.0,0.48375,,"Reserve/PUP (ACL), out 4+ games. IR stash only.",49
141,James Conner,RB,ARI,31.4,14.0,211.4,63.84,3.0,11.1,11.1,11.1,9.45,9.0,0.1022727272727272,32.0,0.0,0.0,0.0,0.0,95.0,0.5,,"On IR (ankle), out at least 4 games; behind Love/Allgeier when back. IR-slot stash at best.",50
142,Isiah Pacheco,RB,DET,27.5,6.0,163.96,53.1,13.0,6.715384615384616,6.715384615384616,9.866666666666667,3.9,26.0,0.0643564356435643,118.0,0.0,0.0,0.0,0.0,462.0,0.5169230769230769,,"IR (back/MCL) since Sep 1; eligible Wk 5, DET bye Wk 6, so realistic return Wk 7; DET RB2/3 when back. IR stash only.",51
143,Tyjae Spears,RB,TEN,25.2,9.0,139.37,45.62,13.0,8.592307692307692,8.592307692307692,12.500000000000002,6.5,50.0,0.1201923076923077,72.0,0.0,0.0,0.0,0.0,283.0,0.4592307692307692,,,52
144,Chris Rodriguez Jr.,RB,JAX,27.0,7.0,140.02,45.66,12.0,7.666666666666667,7.666666666666667,11.483333333333334,4.875,4.0,0.0132450331125827,112.0,0.0,0.0,0.0,0.0,500.0,0.3123076923076923,,,53
145,Dylan Sampson,RB,CLE,22.0,11.0,148.86,48.81,15.0,5.840000000000001,5.840000000000001,11.416666666666666,1.5500000000000005,40.0,0.0863930885529157,65.0,0.0,0.0,0.0,0.0,175.0,0.2646666666666666,,,54
146,Keenan Allen,WR,IND,34.4,13.0,193.66,73.2,17.0,10.835294117647058,10.86470588235294,18.03333333333333,6.7,122.0,0.2263450834879406,0.0,0.0,1.0,0.0,0.0,0.0,0.5547058823529412,,,57
147,Rashid Shaheed,WR,SEA,28.0,11.0,148.75,58.81,18.0,8.783333333333333,8.81111111111111,15.533333333333331,3.7,92.0,0.1669691470054446,9.0,0.0,1.0,0.0,0.0,69.0,0.6088888888888889,,,58
148,Sam Darnold,QB,SEA,29.3,11.0,139.95,22.49,17.0,13.848235294117648,17.024705882352944,22.37666666666667,6.08,0.0,0.0,35.0,0.0,0.0,25.0,2.0,95.0,0.9617647058823532,,,21
149,Juwan Johnson,TE,NO,30.0,8.0,134.2,15.33,17.0,10.58235294117647,10.58235294117647,15.666666666666666,7.100000000000001,102.0,0.1805309734513274,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,,16
150,Denzel Boston,WR,CLE,22.8,11.0,150.61,59.23,,,,,,,,,,,,,,,,,59
151,Los Angeles Chargers,DST,LAC,,7.0,193.51,9.97,,,,,,,,,,,,,,,,"7.2 ppg in 2025. Wks 1-2 vs ARI (Brissett) and LV (Cousins): the best two-week opener of any DST; then @BUF, @SEA (stream those). Round-15 pick #1.",1
152,Cleveland Browns,DST,CLE,,11.0,219.26,15.64,,,,,,,,,,,,,,,,"7.7 ppg in 2025 with Garrett; Wks 1-4 @JAX, @TB, CAR (Young), PIT. Round-15 pick #2.",2
153,Seattle Seahawks,DST,SEA,,11.0,167.85,3.9,,,,,,,,,,,,,,,,"Best DST in 2025 under this scoring (8.4 ppg); Wks 1-4 NE, @ARI, @WAS, LAC. Champion defense with a soft Wk 2.",3
154,Minnesota Vikings,DST,MIN,,6.0,185.95,8.27,,,,,,,,,,,,,,,,"Allowed the fewest fantasy points in the NFL in 2025 (66.2/g), 7.3 DST ppg; Wks 1-4 GB, @CHI, @TB, MIA (Willis). Elite from Week 5 on.",4
155,Chicago Bears,DST,CHI,,10.0,263.0,19.72,,,,,,,,,,,,,,,,"Only 5.4 ppg in 2025 but the softest four-week opener in the league: @CAR (Young), MIN, PHI, NYJ (Geno). Streamer #5.",5
156,Philadelphia Eagles,DST,PHI,,10.0,174.88,6.19,,,,,,,,,,,,,,,,"6.5 ppg in 2025; Wks 1-4 WAS, @TEN (Ward), @CHI, LA. Soft Week 2.",6
157,Pittsburgh Steelers,DST,PIT,,9.0,186.35,8.21,,,,,,,,,,,,,,,,"5.4 ppg in 2025; Wks 1-4 ATL, @NE, CIN, @CLE. Watt pass rush; Week 4 is the soft one.",7
158,Detroit Lions,DST,DET,,6.0,220.32,14.9,,,,,,,,,,,,,,,,"Wks 1-4 NO, @BUF, NYJ, @CAR (three soft offenses) but only 4.6 ppg in 2025 and safeties Branch and Joseph miss Weeks 1-4. Last of the streamable eight.",8
159,Houston Texans,DST,HOU,,8.0,152.91,1.76,,,,,,,,,,,,,,,,"ECR DST1 and 8.2 ppg in 2025, but Wks 1-4 = BUF, CIN, @IND, DAL (the four hardest openers). Goes ~R11 on ESPN; a Week-5 waiver target, not a round-15 pick.",9
160,Denver Broncos,DST,DEN,,10.0,163.88,3.15,,,,,,,,,,,,,,,,"ECR DST2, 8.1 ppg in 2025; Wks 1-4 @KC, JAX, LA, @SF. Elite pass rush, tough openers; Week-5 waiver target.",10
161,Brenton Strange,TE,JAX,25.7,7.0,159.0,18.54,12.0,9.833333333333334,9.833333333333334,13.75,5.45,60.0,0.1685393258426966,0.0,0.0,0.0,0.0,0.0,0.0,0.7483333333333334,,,17
162,Tyrone Tracy Jr.,RB,NYG,26.8,8.0,162.2,51.66,15.0,10.92,10.853333333333332,18.316666666666663,6.15,48.0,0.1081081081081081,176.0,1.0,0.0,0.0,0.0,740.0,0.5446666666666666,,,55
163,Alvin Kamara,RB,NO,31.1,8.0,166.12,52.71,11.0,9.154545454545454,9.154545454545454,12.916666666666666,6.2,39.0,0.1048387096774193,131.0,0.0,0.0,0.0,0.0,471.0,0.6372727272727272,,,56
164,Jauan Jennings,WR,MIN,29.2,6.0,166.54,64.48,15.0,11.553333333333336,11.553333333333336,17.166666666666668,7.3,90.0,0.2045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.8206666666666667,,,60
165,Adonai Mitchell,WR,NYJ,23.9,13.0,166.84,64.84,16.0,5.5875,5.61875,12.066666666666668,1.275,74.0,0.1519507186858316,1.0,0.0,1.0,0.0,0.0,-4.0,0.50625,,,61
166,Braelon Allen,RB,NYJ,22.6,13.0,175.43,56.06,4.0,3.825,3.825,3.825,0.975,3.0,0.0288461538461538,18.0,0.0,0.0,0.0,0.0,76.0,0.2325,,,57
167,Cam Ward,QB,TEN,24.3,9.0,156.55,25.0,17.0,10.980000000000002,12.744705882352942,16.636666666666667,6.880000000000001,0.0,0.0,39.0,0.0,0.0,15.0,0.0,159.0,0.946470588235294,,,22
168,C.J. Stroud,QB,HOU,24.9,8.0,145.31,23.3,14.0,14.895714285714286,17.752857142857142,20.756666666666668,10.64,0.0,0.0,48.0,0.0,0.0,19.0,1.0,209.0,0.9121428571428573,,,23
